unique_id,class_id,class_name,urls,flickr_urls
803,n04252225,snowplow,1096,646
804,n04254120,soap dispenser,1308,571
805,n04254680,soccer ball,1345,1129
806,n04254777,sock,1312,1262
807,n04258138,solar dish,1142,248
808,n04259630,sombrero,1139,767
809,n04263257,soup bowl,1371,1044
810,n04264628,space bar,632,111
811,n04265275,space heater,949,352
812,n04266014,space shuttle,1149,621
813,n04270147,spatula,1173,835
814,n04273569,speedboat,1153,832
815,n04275548,spider web,1519,1492
816,n04277352,spindle,1322,1305
817,n04285008,sports car,1165,591
818,n04286575,spotlight,1622,465
819,n04296562,stage,1233,1160
820,n04310018,steam locomotive,1187,947
821,n04311004,steel arch bridge,1055,723
822,n04311174,steel drum,1189,781
823,n04317175,stethoscope,1402,722
824,n04325704,stole,1191,774
825,n04326547,stone wall,1289,1148
826,n04328186,stopwatch,1359,497
827,n04330267,stove,1750,712
828,n04332243,strainer,1280,716
829,n04335435,streetcar,1309,867
830,n04336792,stretcher,1399,581
831,n04344873,studio couch,1354,315
832,n04346328,stupa,1516,1395
833,n04347754,submarine,1071,553
834,n04350905,suit,1119,686
835,n04355338,sundial,1137,727
836,n04355933,sunglass,1406,594
837,n04356056,sunglasses,1297,963
838,n04357314,sunscreen,1216,614
839,n04366367,suspension bridge,1317,1235
840,n04367480,swab,1239,707
841,n04370456,sweatshirt,1174,528
842,n04371430,swimming trunks,1052,633
843,n04371774,swing,2150,864
844,n04372370,switch,1620,593
845,n04376876,syringe,1291,1251
846,n04380533,table lamp,1567,641
847,n04389033,tank,1488,688
848,n04392985,tape player,1073,541
849,n04398044,teapot,1590,1487
850,n04399382,teddy,_,_
851,n04404412,television,1110,535
852,n04409515,tennis ball,1162,762
853,n04417672,thatch,1222,1180
854,n04418357,theater curtain,1158,629
855,n04423845,thimble,1062,603
856,n04428191,thresher,848,313
857,n04429376,throne,1000,581
858,n04435653,tile roof,1408,1294
859,n04442312,toaster,1360,956
860,n04443257,tobacco shop,726,397
861,n04447861,toilet seat,1319,646
862,n04456115,torch,1315,471
863,n04458633,totem pole,1252,1212
864,n04461696,tow truck,1284,603
865,n04462240,toyshop,878,681
866,n04465501,tractor,1726,1277
867,n04467665,trailer truck,1300,811
868,n04476259,tray,1299,591
869,n04479046,trench coat,1252,556
870,n04482393,tricycle,1201,920
871,n04483307,trimaran,1272,673
872,n04485082,tripod,1180,632
873,n04486054,triumphal arch,1287,1125
874,n04487081,trolleybus,1473,1233
875,n04487394,trombone,1675,792
876,n04493381,tub,1193,630
877,n04501370,turnstile,1192,756
878,n04505470,typewriter keyboard,1276,533
879,n04507155,umbrella,1341,1270
880,n04509417,unicycle,1229,953
881,n04515003,upright,1193,525
882,n04517823,vacuum,1644,850
883,n04522168,vase,1874,800
884,n04523525,vault,1224,805
885,n04525038,velvet,917,200
886,n04525305,vending machine,2008,1286
887,n04532106,vestment,1144,610
888,n04532670,viaduct,1230,1115
889,n04536866,violin,1330,843
890,n04540053,volleyball,1283,910
891,n04542943,waffle iron,1132,431
892,n04548280,wall clock,1209,717
893,n04548362,wallet,1395,814
894,n04550184,wardrobe,2149,757
895,n04552348,warplane,1100,870
896,n04553703,washbasin,1526,898
897,n04554684,washer,1303,762
898,n04557648,water bottle,1230,874
899,n04560804,water jug,1376,611
900,n04562935,water tower,1175,987
901,n04579145,whiskey jug,565,47
902,n04579432,whistle,1116,348
903,n04584207,wig,1593,962
904,n04589890,window screen,879,824
905,n04590129,window shade,681,483
906,n04591157,Windsor tie,874,211
907,n04591713,wine bottle,1258,1202
908,n04592741,wing,1394,1366
909,n04596742,wok,1121,680
910,n04597913,wooden spoon,1219,880
911,n04599235,wool,1640,819
912,n04604644,worm fence,1126,695
913,n04606251,wreck,1240,995
914,n04612504,yawl,1067,544
915,n04613696,yurt,1166,974
916,n06359193,web site,1840,870
917,n06596364,comic book,1198,638
918,n06785654,crossword puzzle,1218,971
919,n06794110,street sign,1411,786
920,n06874185,traffic light,1240,1206
921,n07248320,book jacket,738,377
922,n07565083,menu,1358,1352
923,n07579787,plate,1237,737
924,n07583066,guacamole,1229,964
925,n07584110,consomme,1178,491
926,n07590611,hot pot,798,406
927,n07613480,trifle,1231,858
928,n07614500,ice cream,1338,1319
929,n07615774,ice lolly,1384,1307
930,n07684084,French loaf,1035,364
931,n07693725,bagel,1277,998
932,n07695742,pretzel,1263,837
933,n07697313,cheeseburger,1222,987
934,n07697537,hotdog,1257,848
935,n07711569,mashed potato,1245,1062
936,n07714571,head cabbage,934,414
937,n07714990,broccoli,1224,1078
938,n07715103,cauliflower,1170,930
939,n07716358,zucchini,1093,731
940,n07716906,spaghetti squash,758,433
941,n07717410,acorn squash,1086,776
942,n07717556,butternut squash,755,577
943,n07718472,cucumber,1268,1010
944,n07718747,artichoke,1136,714
945,n07720875,bell pepper,1378,1159
946,n07730033,cardoon,673,496
947,n07734744,mushroom,1793,1516
948,n07742313,Granny Smith,1206,909
949,n07745940,strawberry,1478,1443
950,n07747607,orange,1444,1425
951,n07749582,lemon,1292,1252
952,n07753113,fig,1313,1217
953,n07753275,pineapple,1209,1142
954,n07753592,banana,1409,1382
955,n07754684,jackfruit,1400,1276
956,n07760859,custard apple,1013,568
957,n07768694,pomegranate,1561,1553
958,n07802026,hay,1504,1496
959,n07831146,carbonara,1287,840
960,n07836838,chocolate sauce,1206,908
961,n07860988,dough,1249,967
962,n07871810,meat loaf,1262,704
963,n07873807,pizza,1289,1257
964,n07875152,potpie,993,394
965,n07880968,burrito,1291,813
966,n07892512,red wine,1330,762
967,n07920052,espresso,1274,972
968,n07930864,cup,1250,716
969,n07932039,eggnog,918,313
970,n09193705,alp,2005,986
971,n09229709,bubble,1450,1318
972,n09246464,cliff,1648,1158
973,n09256479,coral reef,1760,967
974,n09288635,geyser,1585,783
975,n09332890,lakeside,1735,977
976,n09399592,promontory,1543,933
977,n09421951,sandbar,1186,987
978,n09428293,seashore,2382,1088
979,n09468604,valley,1395,816
980,n09472597,volcano,1404,685
981,n09835506,ballplayer,1319,1000
982,n10148035,groom,1431,1413
983,n10565667,scuba diver,1300,1027
984,n11879895,rapeseed,1501,1477
985,n11939491,daisy,1630,1439
986,n12057211,yellow lady's slipper,1229,864
987,n12144580,corn,1327,1030
988,n12267677,acorn,1215,980
989,n12620546,hip,1352,1216
990,n12768682,buckeye,1010,765
991,n12985857,coral fungus,1158,716
992,n12998815,agaric,1529,1365
993,n13037406,gyromitra,818,137
994,n13040303,stinkhorn,1174,695
995,n13044778,earthstar,850,258
996,n13052670,hen-of-the-woods,939,161
997,n13054560,bolete,1530,1073
998,n13133613,ear,1071,667
999,n15075141,toilet tissue,1241,777
